Name,State
Punjabhai Patel College of Education,Maharashtra
Laxmi Charitable Trusts Sheth L.U. Jhaveri College of Arts and Sir M.V. College of Science and Commerce,Maharashtra
"Saraswati Bahuuddeshiya Savabhavi Sanstha, Gojegaon, Ta. Mukhed, Nanded",Maharashtra
IDEAL COLLEGE OF ARTS COMMERCE AND SCIENCE,Maharashtra
SARHAD LAW SCHOOL,Maharashtra
NASHIK JILHA AHILYADEVI SHIKSHAN PRASARAK MANDALS RODU ANNA GOVINDRAO PATIL VARISHTHA MAHAVIDHYALAY JALGAON NI TA MALEGAON DIST ,Maharashtra
LATE NANKUBAI KHUSHAL KAPSE ARTS SCIENCE AND COMMERCE NIGHT COLLEGE GONDIA,Maharashtra
SARASWATI GIRLS COLLEGE,Maharashtra
"SHRI SAMARTH ARTS , COMMERCE AND SCIENCE COLLEGE ABHONA TAL KALWAN DIST NASHIK",Maharashtra
Smt Mithibai Motiram Kundnani College of Commerce and Economics,Maharashtra
"Bharati Vidyapeeth Matoshri Bayabai Shripatrao Kadam Mahavidyalaya, KADEGAON",Maharashtra
"DR. RAJENDRA GODE NURSING INSTITUTE, RAJENDRA NAGAR, OLD AJISPUR ROAD, BULDHANA TQ. DIST. BULDHANA",Maharashtra
ALICE DEGREE COLLEGE OF ARTS AND COMMERCE    ,Maharashtra
GOVT. OF MAHARASHTRA'S BACHELOR OF NATUROPATHY & YOGIC SCIENES COLLEGE,Maharashtra
SAMARTH COLLEGE OF NURSING BANGARWADI TAL JUNNAR DIST PUNE,Maharashtra
"Bhagwan Sri Chakradhar Swami Physical Education College, Balapur",Maharashtra
"National Arts, Commerce & Science College,Palaskheda, Taluka Soegaon",Maharashtra
"Rajrishi Chatrapati Shahu Maharaj, Arts and Commerce College, Babupeth",Maharashtra
IMPERIAL COLLEGE OF ENGINEERING,Maharashtra
NAVKAR D AND B PHARMACY COLLEGE AND RESEARCH CENTER,Maharashtra
NIMGAON GRAMIN SHIKSHAN PRASARAK MANDALS INSTITUTE OF PHARMACY D PHARMACY,Maharashtra
"Shankarrao Patil Mahavidyalaya, Bhoom, Dist. Dharashiv",Maharashtra
"SHRI VITHALRAO JOSHI CHARITIES TRUST's, B.K.L. WALAWALKAR RURAL MEDICAL COLLEGE, CHIPLUN",Maharashtra
NATIONAL INSTITUTE OF PUBLIC HEALTH TRAINING AND RESEARCH,Maharashtra
COLLEGE OF FISHERY SCIENCE,Maharashtra
Kukadi Education Societys Savitribai College of Arts Commerce and Science Pimpalgaon Pisa Tal Shrigonda Dist Ahilyanagar,Maharashtra
MHATMA PHULE COLLEG OF EDUCATION  AKLUJ TAL.MALSHIRAS DIST-SOLAPUR,Maharashtra
"ANURADHA COLLEGE OF ENGINEERING AND TECHNOLOGY, CHIKHLI, DIST. BULDHANA",Maharashtra
ASHOK COLLEGE OF PHARMACY,Maharashtra
"GRAMIN SHIKSHAN PRASARAK MANDALS, GRAMIN TECHNICAL & MANAGEMENT CAMPUS, VISHNUPURI, NANDED",Maharashtra
"New Education Society's Shriram Kusumtai Sadashiv Vanjare College, Lanja, Zapade-Kante Road, Tal. Lanja Dist. Ratnagiri",Maharashtra
YASHODABAI HARDE MAHILA MAHAVIDYALAYA CHAMORSHI,Maharashtra
SHRIRAMCHANDRA INSTITUTE OF MEDICAL SCIENCES SRIMS COLLEGE OF PHYSIOTHERAPY,Maharashtra
DR K R COLLEGE OF PHARMACY AND RESEARCH LAKHANI BHANDARA,Maharashtra
"JAGDAMBA EDUCATION SOCIETY'S S.N.D INSTITUTE OF PHARMACY, YEOLA",Maharashtra
DR BHANUDAS DHERE COLLEGE OF AYURVED     ,Maharashtra
GOVTNMENT MEDICAL COLLEGE BHANDARA,Maharashtra
MDA EDUCATION AND RESEARCH INSTITUTE,Maharashtra
"SUBHADRAS EDUCATIONAL SOCIETYS, SNBP INSTITUTE OF NURSING",Maharashtra
"RADHAI COLLEGE OF PHARMACY, KAREGAON",Maharashtra
HINDUSTAN AEROSPACE & ENGINEERING PUNE,Maharashtra
KAMALADEVI LAW COLLEGE,Maharashtra
SUVIDYA DEGREE COLLEGE,Maharashtra
"MANGALDEEP COLLEGE OF ENGINEERING, NIPANI",Maharashtra
"VASUNDHARA MAHILA MAHAVIDYALAY, PARBHANI",Maharashtra
WAVIKAR COLLEGE OF OPTOMETRY,Maharashtra
SWA SHREE MALLAJI ATRAM ARTS COLLEGE JARAWANDI,Maharashtra
SHRI SAI SAMARTH ARTS COMMERCE AND SCIENCE COLLEGE BHADGAON,Maharashtra
"Shriram Arts Commerce & Science College, Morshi,",Maharashtra
"SHRI GORAKSHA AYURVEDIC MEDICAL COLLEGE, HOSPITAL AND RESEARCH CENTER",Maharashtra
"Savitribai Fule Vidyan Mahavidyalaya, Shindkhed Raja.",Maharashtra
VIDYANIKETAN DEGREE COLLEGE OF COMMERCE ,Maharashtra
"SANT DNYANESHWAR B.C.A. COLLEGE, PARBHANI",Maharashtra
"Sri Sant Sunyoji Maharaj Education College, Gadchandur",Maharashtra
SHRI SANTAJI MAHILA MAHAVIDHYALYA TALODHI BA,Maharashtra
SHRI GORAKSHA NURSING COLLEGE AND RESEARCH CENTER ,Maharashtra
"Yashogatha Shikshan Prasarak Mandal, Swa. Narmadabai Bodkhe Mahila Mahavidyalay Gadegaon Telhara",Maharashtra
SATI ANUSAYA MAA ARTS SCIENCE COLLEGE YENGALKHEDA,Maharashtra
RURAL INSTITTUTE OF AYURVED RESEARCH CENTER HOSPITAL  MAYANI,Maharashtra
Mahalaxmi College of Physiotherapy and Rehabilitation Center,Maharashtra
KISAN KATHORE SCIENCE COLLEGE MURBAD,Maharashtra
"NANDURBAR TALUKA VIDHAYAK SAMITIS INSTITUTE OF PHARMACY, NANDURBAR",Maharashtra
KARMAYOGI SHRI HA RA KAWCHALE KALA VA VIDNYAN MAHAVIDYALY BORALE,Maharashtra
"GOVERNMENT MEDICAL COLLEGE, RATNAGIRI    ",Maharashtra
"SARASWATI JAIRAMJI TARVEKAR MAHILA MAHAVIDYALAYA , NAGBHID",Maharashtra
"Indira Gandhi  Govt. Medical College, Nagpur",Maharashtra
Hirwal Education Trust Rajmata Jijau Mahila Vidyalaya,Maharashtra
DR DAULATRAO AHER COLLEGE OF NURSING     ,Maharashtra
VIJAYA COLLEGE OF NURSING,Maharashtra
HELEN ROSE COLLEGE OF NURSING UMRI,Maharashtra
"GOVERNMENT MEDICAL COLLEGE, JALGAON",Maharashtra
Late Vasantrao Sawkar Poreddywar B Ed College Dhanora,Maharashtra
LATE RAHULBHAU BOMMAWAR GONDPIPARI,Maharashtra
"Mahatma Gandhi Vidyamandirs Pharmacy College, Dist.Nashik",Maharashtra
SHRI GANPATI MAHAVIDYALAYA,Maharashtra
SMT SMITA RAVINDRA GHODVINDE LAW COLLEGE DALKHAN TAL SHAHAPUR DIST THANE,Maharashtra
Kesharbai Kale Girls College,Maharashtra
"Grant Medical College, Seth J.J. Compound Byculla, Mumbai",Maharashtra
CHITRAI MAHAVIDYALAYA VADALI,Maharashtra
GURUMAULI COLLEGE OF NURSING     ,Maharashtra
"SANJEEVAN MEDICAL COLLEGE OF NURSING, SATARA",Maharashtra
SIES SCHOOL OF PHARMACEUTICAL SCIENCES,Maharashtra
"Shree BH Govt. Medical College, Chakkar Bardi, Dhule",Maharashtra
"VIDYABHARTI MAHAVIDYALAY DIGRAS , DIST YAVATMAL ",Maharashtra
JEEVANDEEP INSTITUTE OF TECHNOLOGY AND MANAGMENT STUDIES,Maharashtra
"UNIVERSAL ARTS, COMMERCE AND SCIENCE COLLEGE",Maharashtra
MAHATMA GANDHI MAHAVIDYALAY MAHILA DUDHA SAILANI ROAD TAL DIST BULDHANA,Maharashtra
"VAMANRAO ITHAPE INSTITUTE  OF MANAGEMENT, SANGAMNER",Maharashtra
THEEM COLLEGE OF PHARMACY AND RESEARCH,Maharashtra
A M D SAMAJKARY MAHAVIDYALAY MANTHA ,Maharashtra
"BHAGWAN MAHAVIDYALAYA, CHAITANYANAGAR, PARBHANI",Maharashtra
SHREE SHIVAJI MAHILA MAHAVIDYALAY MAREGAON,Maharashtra
RANGNATH MAHARAJ AGRICULTURE COLLEGE NAVHA,Maharashtra
RAJASHRI SHAHU MAHAVIDYALAY,Maharashtra
"JAYKRANTI SHIKSHAN PRASARAK MANDAL, SHIVAJIRAO PATIL KAVEKAR COLLEGE OF PHARMACY, LATUR",Maharashtra
"ST PAUL COLLEGE OF PHARMACY, NAGPUR",Maharashtra
KALAVATI INSTITUTE OF MANAGEMENT,Maharashtra
"Vidarbha Institute of Technology, Bhiwapur",Maharashtra
SHREE ANANT SMRITI CHARITABLE TRUST INSTITUTE OF PHYSIOTHERAPHY KASAL,Maharashtra
RAJASHRI AYURVEDIC MEDICAL COLLEGE AND HOSPITAL MEHKAR,Maharashtra
"RAJARSHI SHAHU MAHARAJ AYURVED COLLEGE HOSPITAL AND RESEARCH CENTRE, BULDHANA  ",Maharashtra
"GODAVARI COLLEGE OF COMPUTER SCIENCE AND INFORMATION TECHNOLOGY, KOLPA, LATUR",Maharashtra
S S MAHAVIDYALAYA,Maharashtra
DNYANRAJ MAULI ARTS AND SCIENCE COLLEGE TORNALA JODGVHAN,Maharashtra
AHILYABAI HOLKAR MAHILA MAHAVIDYALAYA AKOT,Maharashtra
SAI COLLEGE OF PHARMACY ,Maharashtra
MRS VANDANA NANDKUMAR TASGAONKAR AYURVED MAHAVIDYALA AND RESEARCH CENTRE     ,Maharashtra
"AASAWA BROTHERS BUSINESS SCHOOL ARTS, SCIENCE, COMMERCE",Maharashtra
ANJANBAI ARTS COMMERCE AND SCIENCE COLLEGE KHANAPUR    ,Maharashtra
MATOSHRI RAJALADEVI GURUKULAM MAHAVIDYALAYA     ,Maharashtra
SHIV MAHAVIDYALAY,Maharashtra
"M.G.M. College of Journalism & Media Science, Nanded",Maharashtra
"Navasanjeevan Shikshan Prasarak Mandals Smt. Sumitrabai Thakare Training College of Nursing (B.Sc.), Darwha Road, Yavatmal, Dist. Yavatmal",Maharashtra
SARASWATI SENIOR WOMENS COLLEGE,Maharashtra
J K COLLEGE OF COMPUTER SCIENCE,Maharashtra
"MAHATMA GANDHI LAW COLLEGE HINGOLI, MAHARASHTRA",Maharashtra
"130091-MAHATMA FULE SAMAJIK V SHAIKSHANIK VIKAS MANDAL SANCHALIT MAHATMA PHULE COLLEGE OF EDUCATION, CHALISGAON",Maharashtra
"S R MAHILA MAHAVIDYALAYA, GOREGAON",Maharashtra
KALAVATI LAW COLLEGE,Maharashtra
"AMS AYURVED MEDICAL COLLEGE AND HOSPITAL, MALEGAON DIST NASHIK",Maharashtra
GOVINDRAO WANJARI AYURVEDIC COLLEGE AND RESEARCH CENTER,Maharashtra
"120068-DHANDAIMATA EDUCATION SOCIETY SANCHALIT DHANDAI ARTS AND SCIENCE COLLEGE, AMALNER TAL. AMALNER, DIST. JALGAON",Maharashtra
"Ahmednagar Homoeopathy College, Ahmednagar",Maharashtra
"Dr. Ghali College, GADHINGLAJ",Maharashtra
"Vasudeo Gavade Education and Charitable Trust Ideal Institute of Management, Kondigre, Gat",Maharashtra
DR S C GULHANE PRERNA COLLEGE OF MANAGEMENT AND TECHNOLOGY,Maharashtra
"Venutai Chavan College, Vidyanagar, KARAD",Maharashtra
"Kala Wanijya Mahila Mahavidyalaya, Ballarpur",Maharashtra
ANANDI MAHAVIDYALAYA KALAMBE TARF KALE TAL KARVEER DIST KOLHAPUR,Maharashtra
"SIDDHIVINAYAK COLLEGE OF SCIENCE, COMMERCE AND ARTS, SHIRASGAON NILE, KHAMGAON ROAD TQ SHEGAON DIST BULDHANA",Maharashtra
J M KOLPE COLLEGE OF PHARMACY    ,Maharashtra
"Shri Narsing Arts and Commerce College, Akot. ",Maharashtra
SIDDHARTH COLLEGE OF PHARMACY AND RESEARCH CENTRE,Maharashtra
"Mahatma Education Society's Pillai Institute of Management Studies and Research, Dr. K.M Vasudevan Pillai Campus, New Panvel",Maharashtra
"SAMRAT ASHOK INSTITUTE OF COMPUTER MANAGEMENT STUDIES, CHALISGAON TAL CHALISGAON DIST JALGAON",Maharashtra
"UDAY PHYSIOTHERAPY MEDICAL COLLEGE, NAGPUR ",Maharashtra
"GURUKRUPA INSTITUTE OF PHARMACY (DEGREE), MAJALGAON.",Maharashtra
SHIDHESHWAR COLLEGE OF PHARMACY LATUR,Maharashtra
MAULI MAHAVIDYALAYA,Maharashtra
ALDEL COLLEGE OF PHARMACY AND RESEARCH    ,Maharashtra
SWA BALIRAMJI ARTS SCIENCE AND COMMERCE COLLEGE KUNDALWADI    ,Maharashtra
ANKUR INSTITUTE OF OPTOMETRY AND OPHTHALMIC SCIENCES    ,Maharashtra
"Shivaji Arts, Commerce and Science College",Maharashtra
KALYAN COLLEGE OF NURSING ,Maharashtra
LATE UJWALBAPU DESHMUKH COLLEGE NIWANA,Maharashtra
SANIKA COLLEGE OF B DESIGN,Maharashtra
SAI KALA VANIJYA PRASHYASKIYA MAHAVIDYALAY MUNDIKOTA,Maharashtra
"SHRI SANT GAJANAN MAHARAJ VARISHTH MAHAVIDYALAY, LONAR",Maharashtra
SUPRIYA COLLEGE OF PHARMACY TEMBHURNI    ,Maharashtra
Dnyan Prasarak Shikshan Sanstha Balasaheb Mhatre College of Science at Badlapur Tal Ambernath Dist.Thane,Maharashtra
SHRI SAI COLLEGE OF HOTEL MANAGEMENT AND CIVIL SERVICES    ,Maharashtra
Pushpalata Mhatre Womens College of Arts Commerce and Science,Maharashtra
KRISHNA FOUNDATION JAYWANT INSTITUTE OF PHARMACY WATHAR    ,Maharashtra
MRT COLLEGE FOR WOMENS AMRAVATI    ,Maharashtra
"Smt. Kasturbai Walchand College of Arts & Science, Woodhouse Road, Rajnemi Campus",Maharashtra
PRIYADARSHANI MAHILA MAHAVIDYALAYA MORSHI    ,Maharashtra
RASHTRAMATA JIJAU MAHILA MAHAVIDYALYA NANDED ROAD ,Maharashtra
BHOJRAJ BHONDEKAR AYURVEDIC MAHAVIDYALAYA,Maharashtra
SHILPKAR COLLEGE SHIRUR KASAR,Maharashtra
SHRI TUKARAM KAD VARISHTA MAHAVIDYLAY DHOTRA NAIK,Maharashtra
DR RAJESH RAMDASJI KAMBE AYURVED COLLEGE AND HOSPITAL TURKHED TQ MURTIZAPUR DIST AKOLA ,Maharashtra
"PRABHAT INSTITUTE OF PHARMACY, RUI",Maharashtra
"Mula Education Society?s Shri Dnyaneshwar Mahavidyalaya Newasa, Tal-Newasa, Dist-Ahmednagar 414603",Maharashtra
SHREEMATI SHANTIBAI OTARMAL JAIN AYURVEDIC MEDICAL COLLEGE,Maharashtra
"Toshniwal Arts, Commerce & Science College, Sengaon Dist. Hingoli",Maharashtra
SAVITRIBAI PHULE MAHILA MAHAVIDYALAY CHALISGAON BAHAL TAL CHALISGAON DIST JALGAON,Maharashtra
KASTURI SHIKSHAN SANSTHA COLLEGE OF PHARMACY,Maharashtra
Haffkine institute for training research and testing,Maharashtra
Ekvira devi College of Education,Maharashtra
"DURGADEVI SARAF INSTITUTE OF MANAGEMENT STUDIES, MUMBAI",Maharashtra
"Smt. Indira Gandhi College of Engineering, Ghansoli, Navi Mumbai",Maharashtra
Valia Chhaganlal Laljibhai College of Commerce and Valia Lilavantiben Chhaganlal College of Arts,Maharashtra
"Nalanda Nritya Kala Mahavidyalaya, Juhu Vile Parle Development Scheme Vile Parle (West) Mumbai",Maharashtra
RAJASTHANI SAMMELANS DEVIPRASAD GOENKA MANAGEMENT COLLEGE OF MEDIA STUDIES,Maharashtra
"St. Fransis Institute of Management & Research Poinsur, S.V.P. Road, Borivali (West), Mumbai",Maharashtra
"DNYANODAYA EDUCATION TRUSTS, VIDYANIKETAN DEGREE COLLEGE OF ARTS, SCIENCE AND COMMERCE",Maharashtra
Aldel Education Trusts St John College of Engineering and Management Vevoor Palghar Tal Palghar,Maharashtra
"COUNCIL OF EDUCATION  PARVATIDEVI KUMBHAR COLLEGE OF NURSING, KOLHAPUR",Maharashtra
"Angel  Charities Fr. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",Maharashtra
"Shri Rajasthani Seva Sangh's Smt. Parmeshwaridevi Durgadutt Tibrewala Lions Juhu College of Arts, Commerce & Science, Shriniwas Bagarka Marg, J.B.Nagar, Andheri (East), Mumbai",Maharashtra
"MANJARA MAHAVIDYALYA, MOTI NAGAR, KANHERI ROAD, LATUR",Maharashtra
"DR. A.P.J. ABDUL KALAM MANAGMENT SCIENCE COLLGE, DEOLAI",Maharashtra
"DR. A.P.J. ABDUL KALAM ARTS, COMMERCE AND SCIENCE COLLEGE",Maharashtra
Mahavir Education Trusts Shah and Anchor Kutchi Engineering College Shivaji Chowk Junction V N  Purav Marg Opp R K Studio Near M s Dukes Co Chembur Mumbai,Maharashtra
Vivekanand Education Societys Institute of Technology,Maharashtra
" Arts, Commerce  and Science College, Narayangaon 410 504, Tal.Junnar, District Pune(M.S.)",Maharashtra
"Dhanlaxmi Shikshan Sansthas Sahakarmitra Shivajirao Katkade Arts & Commerce College, Naigaon, Tal. Sinnar, Dist. Nashik 422109",Maharashtra
"Shri Gajanan Maharaj Shikshan Prasarak Mandal's Sharadchandra Pawar  Arts & Commerce College, Alandi Devachi, (Dudulgaon)  Tal.Khed, Dist. Pune Pin.412105",Maharashtra
"S.I.E.S (Nerul) College of Arts, Science and Commerce, Sri Chandrasekarendra Saraswati Vidyapuram, Plot No One C,  Sector V, Nerul, Navi Mumbai",Maharashtra
ROKDESHWAR SANKAR VARISHTH MAHAVIDYALAY UJJAINPURI TA. BADNAPUR DIST. JALNA,Maharashtra
"S.I.W.S. N.R. Swamy College of Commerce & Economics and Smt. Thirumalai College of Science, Major R. Parmeshwaran Marg, Sewri Wadala Estate, Wadala, Mumbai",Maharashtra
"APURVA VARISTHA MAHAVIDYALAY, KHAIRAV",Maharashtra
"240036- S.P.D.M. ARTS, S.B.B. & S.H.D. COMMERCE & S.M.A. SCIENCE COLLEGE, SHIRPUR.",Maharashtra
"Late Nirdhan Patil Waghaye Art and Science College, Sondad",Maharashtra
SURYADATTA SCHOOL OF INTERNATIONAL HOTEL MANAGEMENT  BAVDHAN ,Maharashtra
KAI. DIGAMBARRAOJI DEVDE MAHAVIDHYALAYA LAHAN TQ ARDHAPUR DIST NANDED,Maharashtra
RASHTRASANT JANARDHAN SWAMI HOMOEOPATHIC MEDICAL COLLEGE AND RESEARCH CENTER,Maharashtra
RASHTRASANT JANARDHAN SWAMI AYURVED MEDICAL COLLEGE AND RESEARCH CENTRE,Maharashtra
MAA JIJAU MAHILA MAHAVIDYALAY TARODA NANDED    ,Maharashtra
VASANTPRABHA COLLEGE OF PHYSIOTHERAPY ,Maharashtra
MADANBHAU PATIL COLLEGE OF NURSING KAVALAPUR  DIST SANGLI ,Maharashtra
"Mahatma Education Societys Pillai College of Engineering, Dr. K. M. Vasudevan Pillais Campus, Panvel, Raigad",Maharashtra
JNANA PRABODHINI SAMSHODHAN SANSTHAS JNANA PRABODHINIS INSTITUTE OF PSYCHOLOGY,Maharashtra
"Ramanand Arya D.A.V. College, Station Road Datar Colony Bhandup East Mumbai",Maharashtra
SHRI CHAKRADHAR ARTS AND SCIENCE COLLEGE SONI,Maharashtra
"Vasundhara College of Arts, Science and Commerce, Ghatnandur, Tq. Ambajogai, Dist. Beed",Maharashtra
"R. K. Talreja College of Arts, Science & Commerce, Ulhasnagar (West) - 421 003",Maharashtra
M.R.T. COLLEGE FOR WOMEN’S AMRAVATI,Maharashtra
SHRI BHAIRAVNATH NISARG MANDALS MAULI NURSING COLLEGE HATTA TQBASSMAT DISTHINGOLI,Maharashtra
KEWALRAM MAHAVIDYALAY CHUTIYA TA DIST GONDIA,Maharashtra
LATE BALARAM DHARMA PATIL SHIKSHAN SANSTHA SANCHALIT SUSHMA PATIL SENIOR NIGHT COLLEGE,Maharashtra
"SAVITRIDEVI COLLEGE OF NURSING, WADGAON WANI",Maharashtra
DHARMVEER SAMBHAJI MAHARAJ VIDHI MAHAVIDYALAYA JATH DIST SANGLI,Maharashtra
DR NAIKWADI COLLEGE OF PHYSIOTHERAPY AT JAMGAON PO MALEGAON TAL SINNAR DIST NASHIK,Maharashtra
"ADIVASI SEVA SAMITTEE NASHIKS ARTS AND COMMERCE COLLEGE, WADALA, NASHIK, MAHARASHTRA ",Maharashtra
LATE SUSHILABAI JAISWAL MAHILA MAHAVIDYALAY,Maharashtra
"Dr. R. N. Lahoti Mahila Science Mahavidyalay, Sultanpur",Maharashtra
SHREE AMGAON MAHAVIDYALAYA AMGAON    ,Maharashtra
"Smt. Manoramabai Mundle College of Architecture, Nagpur",Maharashtra
"NSS S.P. Hegshetye College of Arts, Commerce & Science, Mirjole, Tal. Ratnagiri",Maharashtra
SIES Graduate School of Technology,Maharashtra
"GOVINDLAL KANHAIYALAL JOSHI (NIGHT) COMMERCE COLLEGE, LATUR",Maharashtra
Sonopant Dandekar Shikshan Mandalis Womens College of Commerce Palghar,Maharashtra
DR. G.D.POL FOUNDATIONS YMT COLLEGE OF PHYSIOTHERAPY,Maharashtra
"Sarojini College of Pharmacy, Kolhapur",Maharashtra
Sonopant Dandekar Shikshan Mandalis Law College Palghar,Maharashtra
"Laddhad College of Pharmacy, Yelgaon",Maharashtra
"College of Teacher Education, Aurangabad",Maharashtra
"Ritambhara Vishva Vidyapeeth's Malini Kishor Sanghvi College of Commerce & Economics, Shri Jitendra Mafatlal Mehta Educational Complex Plot No A 12  18  JVP D Scheme  Mora Village Road  Vile Parle  West  Mumbai  400 049",Maharashtra
"VASANT NANA DESHMUKH BAHUUDESHIYA SAMAJSEVA SANSTHA, KASEGAON, PRIYADARSHANI INSTITUTE OF PHARMACEUTICAL SCIENCES AND RESEARCH, KASEGAON, PANDHARPUR, ",Maharashtra
HALKARNI MAHAVIDYALAYA HALKARNI TAL GADHINGLAJ DIST KOLHAPUR,Maharashtra
"Dr Ulhas Patil Homoeopathic Medical College and Hospital, Jalgaon",Maharashtra
"H H SRI SRI MURALIDHARA SWAMIJI COLLEGE OF AGRICULTURE, MALEGAON",Maharashtra
"KK WAGH COLLEGE OF AGRICULTURE BUSINESS MANAGEMNET, SARASVATINAGAR",Maharashtra
"KDMGs Ayurved Medical College, Chalisgaon",Maharashtra
Agnel School of Law,Maharashtra
"Hanuman Shikshan Prasrak Mandals Ayur. Medical College, Peth Vadgaon, Kolhapur",Maharashtra
"Dr. Vasantrao Pawar Medical College, Hospital & Research Centre, Adgaon naka, Nashik",Maharashtra
"SJPE. Homoeopathy College, Kolhapur",Maharashtra
"Janata Shikshan Sanstha's Kisan Veer Mahavidyalaya, Wai",Maharashtra
"Kanya Mahavidyalaya, Miraj, Dist. Sangli",Maharashtra
"Krishna Mahavidyalaya, Rethare Bk, Shivnagar, Tal. Karad, Dist. Satara",Maharashtra
"Late.Ramrao Nikam B.Ed. College,  Indoli,",Maharashtra
"Arts and Commerce College, Pusegaon Tal-Khatav Dist Satara",Maharashtra
"Deshbhakta Anandrao Balwantrao Naik Arts and Science College,Yashwantnagar,  CHIKHALI",Maharashtra
 JIJAI CHARITABLE TRUST  JIJAU MAHAVIDALAYA RASHIN TALUKA KARJAT DISTRICT AHMEDNAGAR ,Maharashtra
GAJANAN SENIOR COLLEGE KADA TAL ASHTI DIST BEED,Maharashtra
"AHMEDNAGAR JILHA MARATHA VIDYA PRASARAK SAMAJ, YASHWANTRAO CHAVAN ARTS, COMMERCE AND SCIENCE COLLEGE VAMBORI",Maharashtra
DUDHABHATE OPTOMETRY COLLEGE,Maharashtra
St Xaviers College Mahapalika  Marg Mumbai,Maharashtra
St. Xaviers Institute of Education New Marine Lines Mumbai,Maharashtra
VIDYAVARDHINI LAW COLLEGE,Maharashtra
Guru Nanak Vidyak Society College of Education and Research Bhandup Mumbai  400 078,Maharashtra
"H.K. College of Pharmacy, H. K. Building, Pratiksha Nagar, Relief Road, MHADA Colony, Oshiwara, Jogeshwari (West), Mumbai - 400 102",Maharashtra
"Sindhu Education Society?s, (S.E.S.), Swami Hansmuni Maharaj Degree College of Commence, Netaji Chowk, Opp. Dena Bank, Ulhasnagar-421 004",Maharashtra
Abhinav Shetkari Shikshan Mandal  Abhinav College of Arts  Science andCommerce  At Goddev Bhayandar East Dist Thane 401 105,Maharashtra
"Shramik Shikshan Mandal?s F.G. Naik  College of Arts, Science (IT) & Commerce , KoperKhairane, Thane - 400 709",Maharashtra
Vidya Prasarak Mandals Dr V N Bedekar Institute of Management Studies Chendani Bunder Road Thane (W) 400 601,Maharashtra
Gyanodaya shikshan Pracharak Samiti Gyanodaya B.Ed. College Survey No.160 4 Post J.K. Gram Savarkar Nagar Dist-Thane  400 606,Maharashtra
The foundation for medical research,Maharashtra
Anjuman-I-Islams M.H. Saboo Siddik College of Engineering 8-Shephard Road  Mumbai 400 008,Maharashtra
Shikshan Vikas Mandals Shri Shantaram Krishnaji  College of Education Deogad Dist Sindhudurg,Maharashtra
"Satish Pradhan Dnyansadhana College, Thane (Arts, Science and Commerce ) Eastern Express Highway,  Dnyansadhana Marg,  Thane (West) ? 400 604.",Maharashtra
Vidya Prasarak Mandals K G Joshi College of Arts & N G Bedekar College of  Commerce  Chendani Bunder Road  Thane,Maharashtra
Shri Sai Aniruddha Education Socioetys  D J Samant Senior College Arts Commerce and Science  Pali  N H  17  Near S T Stand Pali  Dist Ratnagiri,Maharashtra
Dapoli Education Societys Dapoli Urban Bank Senior Science College Dapoli  Dist Ratnagiri  415 712,Maharashtra
SOPHIA SMT. MANORAMA DEVI SOMANI COLLEGE Bhulabhai Desai Road Mumbai 400 026,Maharashtra
Shetkari Shikshan Prasarak Mandals Gurukrupa College of Education & Research Ramkrishna Nagar E wing Poornima Campas Murbad Road Dist. Thane,Maharashtra
Navyug Vidyapeeth Trust College of Arts  Science & Commerce  at Ladvali  Mahad  Dist  Raigad,Maharashtra
Church of Our Lady of The Sea St Joseph College of Arts and Commerce  at P O Uttan  Bhayandar West   Dist  Thane 401 106,Maharashtra
Datta Meghe College of Engineering CIDCO Sector III Airoli Navi Mumbai  400 708,Maharashtra
"Adarsha Shikshan Prasarak Mandal's K.T.Patil College of M.B.A., Tambri Vibhag, Osmanabad.",Maharashtra
"Navgan Shikshan Sanstha's Arts & Commerce College, Parli-Vaijnath, Dist. Beed.",Maharashtra
"Vaidyanath College of Arts,Science & Commerce, Parli-Vaijnath.",Maharashtra
"Sant Ramdas Arts, Commerce & Science College, Ghansawangi",Maharashtra
NAV SAHYADRI CHARITABLE TRUST KAI NIRMALATAI PINGLE LAW COLLLEGE,Maharashtra
"Padamshri. Dr.Vitthalrao Vikhe Patil Foundations Padamshri. Dr.Vitthalrao Vikhe Patil College of Engineering, Vilad Ghat,  Ahmednagar 414111",Maharashtra
"Audyogik Tantra Shikshan Sansthas Institute of Industrial and Computer Management and Research, Nigdi, Pune 411044",Maharashtra
"Shri Shahu Mandir Mahavidyalaya, Parvati Ramana, Pune ? 411009",Maharashtra
"Lokhit B.P.Ed. College, Yavatmal.",Maharashtra
"Acharya Atre Development Trust Purandar's Sharadchandraji Pawar College, Jejuri, Chinchbaug, Taluka - Purandar, District - Pune 412303",Maharashtra
"Dr. D. Y. Patil Pratishthan's, D.Y. Patil College of Engineering, Akurdi, Pune",Maharashtra
"Suhrud Mandals Pandurang Shyamrao Mulgaonkar Vishesh Adhyapak Mahavidyalaya, Pune 19",Maharashtra
"Parth  Vidya Prasarak Mandals Babuji Avhad Mahavidyalaya Arts & Commerce, Pathardi,Dist. Ahmednagar  414102",Maharashtra
"Shri Shivaji Shikshan Prasarak Mandals College of Education,Saswad, Tal. Purandar, Dist. Pune 412301",Maharashtra
"Pune District Education Association's Law College, Annasaheb Magar College Campus, Hadapsar, Pune 411014",Maharashtra
